nd,nper,freq,duree
24b628a5f007514fd6deca2d183a6659,3.22222222222222,7.66666666666666,239.716666666666
4a1d8328f086ffacf52811319050693d,3,152.2,4207.332
0f3f9aa4135f7af09163d6ae5a4ab523,3,14.6,947.735999999999
a96c293aa05c46a29fc984b2a910fd7b,3,21.6,757.996
073f988a72654b4031ac942e5da50375,3,10.8,360.402
1aa456423669c9bf69e0be7d2d90e909,3.33333333333333,1,47.2766666666666
740bad4413bd4d8b2eff54bb7e738020,3,18.7,773.926999999999
cc33ab9ae5b78409fed73091562c6ce5,2.625,33.375,1434.47625
7616e3d0e1d2372044f6cda0134f0910,3.33333333333333,83.3333333333333,2632.41
7673b571dd0b5a10b4e32614ba004b6e,3,20.5,752.579999999999
6108c0e51ea896b30c96cc22e0875299,3,3.66666666666666,147.975
1ff12af24eeecf5366c5f80a14f2df72,3.125,39.625,1215.03375
c41f96a6bd7ee68e8a4eaec266432fbc,2,22.6666666666666,1174.02
b2b458f8a8684ce990a0dc3d8051a2ae,3.25,15.5,703.335
c9c106598ae04a8b37b1106059d45203,3.33333333333333,7.66666666666666,175.35
5e671087c1e3fb1d2eab2313fc0ff0ba,3,78.4,2211.85899999999
252aabff439f5644a00e6ee2e5b80f5c,3,39.8,872.512
c1f2f307fa4c25001ad1f5c0b7f0f0c3,2,1,47.05
a7a7cb86ae63409ac553231ccc39f636,3,52.7,1901.20999999999
13be5a4a5dde4b36d04e8bfa0c6d9afe,2,28.6666666666666,1037.80666666666
b66941da08785f8a9ecfbf13d20b35cd,2.8,3.2,74.742
6eb7bc68b7055741b8285f82a7f607b3,3,111.8,2865.868
b488718bfa1dd6f7e8d08422cb81b5c0,3.25,3.5,114.5575
3be0a43fbf78d736389f858ab57fec7f,2,2,60.36
8706c9c6b3871adfc65505f8fd2ee2b8,2.83333333333333,23.5,693.991666666666
f32111d1294712031c845a17da95bf19,3.42857142857142,6.42857142857142,286.104285714285
ecfec0be66a7fe79e7ad534d632fc4cd,1,64,1918.24
ab3c6a418e40c6aa13d001b5fb319098,3.5,23.25,902.3825
84c9a1e23b47fbec5aa76e502ca3bd9a,2,10,326.515
4b8f301ed019832b9679972fd7435699,3,30,870.168
288b64d57602ce994a2ff17f0fa040a8,3,23.5,906.36875
cafffc9e74b54dab8a63216ebaf4da2f,3,34,1757.467
78a53cf4232ed6e7e44289228884a64c,3,38.2,1095.93
06bcbbdf8c778fc619f5ac5c30e9c0b5,3,5.2,107.346
2b5e35d5863bd3583beb18fc79be7aa3,3,66.8,1691.074
a8dda63c8428cec7521a91572b636609,3,54,2038.961
d335d8f7da5fc92536ea8cdae19a90d9,1.5,4,146.32
774eb5a2315bd08935bab90bca6f3979,2.57142857142857,34.4285714285714,1029.35571428571
89b755004e69dfac901c29600f72b833,1,2,10.5
0796ad89d00c89a5fed81e20ef99467d,3,67.7,2030.78799999999
bcb0593c6813db04406e51c8fcffd3d6,3,64.4,2473.58999999999
7beb96d9d21f1b1e678619daafa0c3c3,3,21.75,624.94
9c075d6b05f037357cd099f48e9e9c6e,2.5,5,54.285
601c15494d43e62c129f6d8f44e4cb9b,2,3,216.425
ad5003fd4cea20ceed305f32f2e0735a,3,52.1,1300.279
d2096b33b5b2e716b4df94eff80e36ff,2.83333333333333,36,835.339999999999
190c32915d09c683f7399a8448f7d49c,3,74,2387.362
a3607cebf86ec326ca6b331286fefd01,3,33.3333333333333,811.706666666666
24f4c5fbe86092eae23c3e50c7fcd38c,3.42857142857142,68.1428571428571,1848.87
21377392e20932c86311a270f940561c,3,60.4,1204.804
43e7533de6497e68d48aa4c3c9d0cf0d,3.375,37.625,1177.05
39224ff051de6130b5d47d8ee92b5d0e,3,21,540.548
2ef3ef227b5512bce68a1bd9c84ba97d,2.85714285714285,77.1428571428571,1841.72714285714
def1aef12eef18f0e071055817225f23,2.33333333333333,5.66666666666666,133.899999999999
91280d28bc9388b84f3063a86500f57d,3,34.4,1099.824
eeaa73de4fda44ea53f97cd62e071421,2,50,1627.67333333333
3fcc07ae905e187fcdfd9d17dd99de40,3,48.2,1778.81399999999
fd6f9d070f088a670a0e2345635105f1,2.25,22,576.995
7079e97823db41e28be87b158443bcef,3,4.55555555555555,115.898888888888
59ce3a71ed5f26bd187e5595d149de18,2.66666666666666,8,218.206666666666
f093146521a7aa4186b4f089f4011095,3,10.5,581.8275
2454063209a917142e5cde078d8f7796,3,32,1261.98
ebc68b77bd35bdb58ce8af4e64517efd,1,1,123.58
eca59ee2c56751e073d5c3c42c346398,3,8.33333333333333,431.007777777777
e3f45c445968cfb78bfb44f876ff19db,3,212,6519.564
134f1eec12ece13de773ecc37d0861a6,3,2,31.45
6f6fd664dfb974f8dfcfbc32ab4cb72c,3,61.8,2296.508
bbe1c2c52a8b1d5afaef59d629ba1e78,3,50.8,1816.31
55a317f1c93dbb6687530681e017efbf,3,62.8,1913.702
57595d78e291019507cde97620b2f186,3.11111111111111,14.7777777777777,544.188888888888
8258cc194aaa47680430e1902aee4189,2,16.6666666666666,332.526666666666
3578406b25eee2d862a95d28873fb8f6,3.5,15.5,652.81875
695b8849d782c1b759028e2ed3c0ab99,3,117.2,3669.192
6391bccd2c70617e8faf58c81b05549c,3,53.6,1835.686
d1265959d496fdab7c844da02114ac23,4.5,26,977.28
ee5ffcac010c8876948a721f9d2c5d17,3,23.9,757.545
c7d9b151861e53427e97d6b6fdacd357,3,71,1795.594
54d0f0d1c5fe4a9776af4aff6c283cdf,3.25,4.25,123.2475
542ab0e439fb057bc6843c62941d9418,3,34.5,1225.538
3b6cf2e1b934430d1777776ff2a33c73,3,64.7,2310.22299999999
81ebff09bb402aeb83f723616d9ba64e,4.5,8,306.43
4fb5a26e277fc7e99305d245dad6655d,2.71428571428571,65.1428571428571,2357.51285714285
44979e051790404f16775cabc286728f,3,47,898.577
3563d0c885cd226f6b92eab39bf23a40,2,10,362.7
d81c7befa7688a989bc8a3c95aa0ac5d,2.5,19,793.444999999999
20e1c53faac621e000d6c53aac148203,4,20.6666666666666,611.896666666666
983f728919a5a84e57367eb470088481,3,22.5,655.885
b9acf74491c7a2ab1c90377046294b5d,3,35.6,1152.976
5bec10eedbebf1ae8c602325626cb015,1.75,23.25,737.6975
13c2461be5deb1b790d585d23fe5f939,1,1,14.52
9e868fa97e33fac48ee006ddd600c14c,1,2,118.72
2c41ba9e151eeb753d868a902aad0d0e,3.22222222222222,22.8888888888888,1019.32444444444
f0bf29d625bfdd1c7295eea38fc533db,2.57142857142857,112.285714285714,3731.41428571428
2a51afafa05ae81a45f0d640f1084d54,1.66666666666666,3.33333333333333,187.79
1e202196f955c294b1c30d31da14cd32,3,61.5,1782.85
21d746457321aadce25a44a18e011b8d,2.85714285714285,15.4285714285714,655.685714285714
2be836364b3bbb168cd23f669e32ea77,1.5,15.75,577.2375
77e5430030281ec39d57c5e49acbaba4,3,138,3130.16
b4ed839a533fd9cd8f46c81ec2a18917,3,52.4,1954.154
61778cd1fce20c73b57be5568a863f63,3.375,61.5,2012.80625
3bb8e4ae4d04f22a01241c7b0fab17ed,2.6,13.2,449.628
49a06d1126d34f21876f98698a392d66,3.5,47.75,1311.1475
714bd41833dcc1be1d838ff3051c7bdd,3,24.4,1049.986
cdc44f7632cf3356616b92f55aba1e72,4.5,58,2117.72
e02e3c6e520bc3fb815c877d359fb973,3.66666666666666,7.16666666666666,198.358333333333
784b2b38252a1d1978e7fa0990086496,2.625,14.125,393.392499999999
a367052a1b3e065f35eba58c48b1aec4,3.5,7.25,225.4975
9893caf84e4e415207adbfc284d55f9c,1.5,16.5,643.29
a285dd3bd994a3179083231c6f5b28c0,3,4.6,147.604
8fc113e92c4778e60d17890e742c01f7,4.5,1,57
1cfdb9d8ae592385e34937cf227e0b53,3,4,29.63
c92a78e000cb42d33bec53a220723acd,2.66666666666666,14.1666666666666,421.551666666666
e84e6f75c4f5045aae6f0dbf1c65f67f,1.5,20.5,711.339999999999
d3db54a05ec67ff9191ab37fe282c970,2.83333333333333,22.1666666666666,553.811666666666
261ab0ee81fe3c936557bf6abfe56416,1.33333333333333,10.3333333333333,427.72
eb40aa100164ad837c31e10da5fc14c0,2.83333333333333,34.1666666666666,1031.48166666666
129238c60252445d8bf863620c227b29,2.81818181818181,26.090909090909,563.287272727272
7a4c426a66601a45f02dcc4cc215a473,3,8.5,408.689999999999
0b0ccebe4ec8c09dde0688ee9134d708,2.66666666666666,31.6666666666666,1204.425
60bc43721d958d8ff6558e191e30c370,3,1.5,12.605
5f41082eda2dcef0f6b016db8a7d1ae8,4,1.33333333333333,39.6733333333333
d13d8c9b566863f111865c79f9c576c3,3,20.8,1228.62999999999
e0db253fb25dbabafb3cc62b67857369,3,8.75,254.76
050739db1ef5750f108ac5c2092cc6c4,3,15.4,610.142
1e183e4433d6fc3765667336bb8bf697,3.25,6.25,191.9575
927c4c21344b8baf07efc8fa1965d590,4.5,1,2.27
cb1d2718397ba9f2fa2deb8f25aa98b2,4,2,73.6633333333333
d85796635108003baed225b88b1bff4a,3.5,35,1262.5
2b5cca4a834608ccf2911cea9d670c03,2.57142857142857,11.4285714285714,493.961428571428
c2bd1367a1a9fa5c8a68e7cc43fa51da,3.66666666666666,3,29.5033333333333
92ee13051ed334cc6c96b91a2fbb7630,1,1,62.92
1fd6562335251cba49c4dc649096995a,2,64.6666666666666,2019.59666666666
bc4cf3ddfd1f2245435227d65a31cc4d,2.5,26.5,942.941666666666
76b8cd293181c3c96b55c2f97a784652,1.5,16.25,578.7525
ede07bf425912e6882e7ed7838d6e3d3,1,4,247.53
28c0ef8a2f3f5a0e3765bfc9dde311f6,1,1,2.92
4691baeec36eee306b86cc9b41d0f8ed,3,26.2,848.924
3c39f72c16cb810eca8bfb16df891a7d,3,44.1111111111111,1451.11555555555
378bfdb74798df6f056eebf5142916d3,3,12.4,423.176
2be2b613d3d7582992798fa59c7ec61c,3,14,257.63
9b5b78a7e87e521626a2e7db478dd877,2.625,92.625,3035.26375
eea5d250eb25358c97cafc76a4becb8b,2.8,8.6,326.584
d1421a540d7ef9701c9842c1207f9405,3,77.2,3073.25
82ace0c7c42a5813cbc58e5da037c45f,1,8,269.61
45f5d0223aae8f0d6ee3591311ddbe4c,3,41.2,1373.452
b6d6add70709c31c99b6a8d239156c89,3,9,346.9775
ff3477b2b66ada08128e9d22828e002c,2,25.75,988.3175
97c779a9d567cb607bf337b2758a7b35,3,34.2,1045.57599999999
9ca24430d733e14234f71474531b55c9,2.57142857142857,35.5714285714285,807.874285714285
dbfceecbb83bc09b9d7d5b1cfb34249d,4.5,3,131.22
b6cd0ce78a88c0038cff34c1801f539c,3.5,54.75,1689.5
19dddace7cadca3bee2745a20fab6562,3,75.2,2288.209
a234fa7c6fdc785d4c716dea7e8fbb73,3.375,7.125,367.04875
d7a145376dea265d4958a7ee10b0195b,3,11.8,263.298
8a754a9e0c3f8fa46b3f6c319db5a1fc,3,16.2,372.326
535b1d33bbe06addffb8bb5f91e897cb,3,3.5,217.6125
207cf95103d7df1930fe08fcd8234192,3,62.4,2092.282
0b4a946274f8f388317fcd2e58ffdfee,2.83333333333333,26.3333333333333,863.795
cabc6ff1570f2a43cf246eb4bfd3023f,3,68.8,2541.654
40c8a325e5ceaeb038bbf8c446469840,3,43.6,1266.27
fdac5aea3545f6535b258e6b19ac220e,3,25.6,1009.608
0484ebbe482c9744c77a6b6fd14ac9a5,3,6.44444444444444,304.941111111111
cd392391cfda440a5fc9b60da8a686e9,1.66666666666666,6.33333333333333,237.103333333333
861b4f3eae5068e6380ba4e389327353,3,11,392.06
